originState,inboundFromState,pctOfTotal
Montana,339,67.4
Idaho,51,10.14
Alabama,29,5.77
Colorado,19,3.78
Arizona,16,3.18
Northern America,11,2.19
Virginia,9,1.79
Wisconsin,8,1.59
Minnesota,6,1.19
Michigan,4,0.8
North Dakota,4,0.8
Utah,4,0.8
Missouri,2,0.4
Asia,1,0.2
