originState,inboundFromState,pctOfTotal
Montana,302,62.92
Arizona,65,13.54
Oregon,33,6.88
Nebraska,19,3.96
Michigan,13,2.71
Idaho,12,2.5
California,8,1.67
Utah,7,1.46
Colorado,6,1.25
Wisconsin,6,1.25
Alaska,4,0.83
Nevada,2,0.42
Florida,1,0.21
New Mexico,1,0.21
Texas,1,0.21
