originState,inboundFromState,pctOfTotal
Texas,91,17.74
Washington,77,15.01
South America,57,11.11
Michigan,46,8.97
Florida,34,6.63
Central America,25,4.87
Hawaii,25,4.87
Wisconsin,23,4.48
Idaho,22,4.29
Maine,19,3.7
Wyoming,18,3.51
North Carolina,17,3.31
Oregon,16,3.12
Arizona,15,2.92
Illinois,13,2.53
California,7,1.36
Europe,3,0.58
New York,3,0.58
Georgia,2,0.39
