originState,inboundFromState,pctOfTotal
Montana,274,34.82
Texas,91,11.56
Washington,77,9.78
South America,57,7.24
Michigan,46,5.84
Florida,34,4.32
Central America,25,3.18
Hawaii,25,3.18
Wisconsin,23,2.92
Idaho,22,2.8
Maine,19,2.41
Wyoming,18,2.29
North Carolina,17,2.16
Oregon,16,2.03
Arizona,15,1.91
Illinois,13,1.65
California,7,0.89
Europe,3,0.38
New York,3,0.38
Georgia,2,0.25
