originState,inboundFromState,pctOfTotal
Oregon,77,22.51
Alaska,47,13.74
Florida,37,10.82
Idaho,31,9.06
California,24,7.02
Washington,24,7.02
Wyoming,22,6.43
Asia,22,6.43
Hawaii,17,4.97
Minnesota,17,4.97
Missouri,12,3.51
Colorado,6,1.75
Texas,4,1.17
Arizona,2,0.58
