originState,inboundFromState,pctOfTotal
Wyoming,41,33.61
New Mexico,37,30.33
Arizona,29,23.77
Northern America,7,5.74
Colorado,4,3.28
Europe,2,1.64
North Dakota,1,0.82
Washington,1,0.82
