originState,inboundFromState,pctOfTotal
Montana,955,75.26
Kansas,121,9.54
Asia,32,2.52
Idaho,20,1.58
Ohio,19,1.5
Washington,16,1.26
Minnesota,14,1.1
Alaska,13,1.02
Nevada,13,1.02
Florida,12,0.95
Wyoming,12,0.95
California,11,0.87
Oregon,11,0.87
Europe,9,0.71
Massachusetts,8,0.63
Utah,3,0.24
