originState,inboundFromState,pctOfTotal
California,161,38.89
Colorado,106,25.6
North Dakota,32,7.73
Arizona,26,6.28
Washington,14,3.38
Oregon,12,2.9
Arkansas,10,2.42
Iowa,9,2.17
Wyoming,9,2.17
Kentucky,8,1.93
Idaho,6,1.45
Texas,5,1.21
Wisconsin,4,0.97
North Carolina,4,0.97
Northern America,4,0.97
Nevada,2,0.48
Minnesota,1,0.24
Asia,1,0.24
