originState,inboundFromState,pctOfTotal
Montana,480,51.23
Colorado,156,16.65
Wyoming,98,10.46
Nevada,39,4.16
California,37,3.95
Washington,34,3.63
Africa,20,2.13
Asia,18,1.92
Idaho,14,1.49
North Dakota,6,0.64
Utah,6,0.64
Central America,5,0.53
Europe,5,0.53
Northern America,4,0.43
Missouri,4,0.43
Hawaii,4,0.43
South Dakota,3,0.32
Oceania and At Sea,3,0.32
Arkansas,1,0.11
