originState,inboundFromState,pctOfTotal
California,14,32.56
Mississippi,11,25.58
Washington,7,16.28
Alabama,4,9.3
Oregon,4,9.3
Virginia,1,2.33
Asia,1,2.33
Europe,1,2.33
