originState,inboundFromState,pctOfTotal
Washington,110,32.16
Colorado,55,16.08
Florida,30,8.77
South Carolina,21,6.14
Europe,15,4.39
Arizona,14,4.09
Iowa,13,3.8
New Mexico,13,3.8
Utah,10,2.92
New Jersey,10,2.92
California,10,2.92
Central America,9,2.63
Wisconsin,7,2.05
Wyoming,7,2.05
Indiana,6,1.75
Louisiana,5,1.46
Missouri,4,1.17
Alabama,2,0.58
New York,1,0.29
