originState,inboundFromState,pctOfTotal
Idaho,106,18.66
Washington,81,14.26
California,75,13.2
North Carolina,72,12.68
Wisconsin,65,11.44
Colorado,40,7.04
Oregon,38,6.69
Kansas,20,3.52
Alaska,18,3.17
Missouri,15,2.64
Minnesota,10,1.76
Florida,8,1.41
Oceania and At Sea,7,1.23
Europe,4,0.7
Ohio,3,0.53
Arizona,3,0.53
Texas,1,0.18
New York,1,0.18
New Mexico,1,0.18
