originState,inboundFromState,pctOfTotal
Arizona,88,21.46
North Dakota,87,21.22
Africa,80,19.51
Alabama,48,11.71
Wyoming,36,8.78
South Dakota,20,4.88
California,18,4.39
Maine,16,3.9
New Mexico,13,3.17
Minnesota,4,0.98
