originState,inboundFromState,pctOfTotal
Washington,311,25.83
California,264,21.93
Arizona,115,9.55
Florida,74,6.15
Minnesota,66,5.48
Nevada,65,5.4
Utah,45,3.74
Oregon,28,2.33
Virginia,27,2.24
Idaho,26,2.16
Wisconsin,22,1.83
Massachusetts,22,1.83
Tennessee,21,1.74
North Dakota,19,1.58
Colorado,17,1.41
Wyoming,14,1.16
Texas,14,1.16
Nebraska,14,1.16
Central America,10,0.83
Alaska,10,0.83
Kansas,10,0.83
South America,4,0.33
Iowa,3,0.25
Indiana,2,0.17
Arkansas,1,0.08
