originState,inboundFromState,pctOfTotal
Idaho,54,19.78
Oregon,46,16.85
New York,34,12.45
South America,28,10.26
North Dakota,18,6.59
New Mexico,16,5.86
Arizona,15,5.49
Indiana,12,4.4
California,11,4.03
Michigan,9,3.3
Washington,7,2.56
Texas,5,1.83
Wyoming,5,1.83
Nevada,4,1.47
Colorado,4,1.47
Asia,3,1.1
Wisconsin,2,0.73
