originState,inboundFromState,pctOfTotal
California,128,13.36
Idaho,122,12.73
Asia,118,12.32
Utah,96,10.02
Washington,93,9.71
Colorado,63,6.58
Missouri,60,6.26
Oregon,40,4.18
Arizona,33,3.44
Florida,32,3.34
New York,21,2.19
Georgia,20,2.09
Texas,19,1.98
Pennsylvania,16,1.67
Indiana,15,1.57
Virginia,15,1.57
Alabama,11,1.15
Ohio,11,1.15
Alaska,10,1.04
Michigan,8,0.84
Tennessee,5,0.52
Minnesota,5,0.52
North Dakota,4,0.42
South Carolina,4,0.42
Iowa,4,0.42
Nevada,4,0.42
Wyoming,1,0.1
