originState,inboundFromState,pctOfTotal
Montana,612,64.15
Oregon,77,8.07
Alaska,47,4.93
Florida,37,3.88
Idaho,31,3.25
California,24,2.52
Washington,24,2.52
Wyoming,22,2.31
Asia,22,2.31
Hawaii,17,1.78
Minnesota,17,1.78
Missouri,12,1.26
Colorado,6,0.63
Texas,4,0.42
Arizona,2,0.21
