originState,inboundFromState,pctOfTotal
Montana,248,74.47
Utah,23,6.91
Washington,17,5.11
Alabama,8,2.4
North Dakota,8,2.4
Colorado,7,2.1
South Dakota,5,1.5
Alaska,4,1.2
Idaho,4,1.2
Arizona,2,0.6
Maine,2,0.6
Asia,2,0.6
California,1,0.3
Michigan,1,0.3
Texas,1,0.3
