originState,inboundFromState,pctOfTotal
Colorado,156,34.14
Wyoming,98,21.44
Nevada,39,8.53
California,37,8.1
Washington,34,7.44
Africa,20,4.38
Asia,18,3.94
Idaho,14,3.06
Utah,6,1.31
North Dakota,6,1.31
Europe,5,1.09
Central America,5,1.09
Hawaii,4,0.88
Missouri,4,0.88
Northern America,4,0.88
Oceania and At Sea,3,0.66
South Dakota,3,0.66
Arkansas,1,0.22
