originState,inboundFromState,pctOfTotal
California,186,46.97
Asia,56,14.14
Nebraska,52,13.13
Utah,33,8.33
Kansas,16,4.04
Washington,15,3.79
Colorado,10,2.53
South Dakota,8,2.02
Europe,6,1.52
Ohio,5,1.26
Pennsylvania,5,1.26
Nevada,4,1.01
