originState,inboundFromState,pctOfTotal
Montana,1555,61.88
California,128,5.09
Idaho,122,4.85
Asia,118,4.7
Utah,96,3.82
Washington,93,3.7
Colorado,63,2.51
Missouri,60,2.39
Oregon,40,1.59
Arizona,33,1.31
Florida,32,1.27
New York,21,0.84
Georgia,20,0.8
Texas,19,0.76
Pennsylvania,16,0.64
Virginia,15,0.6
Indiana,15,0.6
Alabama,11,0.44
Ohio,11,0.44
Alaska,10,0.4
Michigan,8,0.32
Tennessee,5,0.2
Minnesota,5,0.2
North Dakota,4,0.16
South Carolina,4,0.16
Iowa,4,0.16
Nevada,4,0.16
Wyoming,1,0.04
