originState,inboundFromState,pctOfTotal
California,174,47.41
Oregon,38,10.35
Washington,36,9.81
Wyoming,31,8.45
Florida,28,7.63
Wisconsin,21,5.72
Europe,15,4.09
Nevada,12,3.27
Texas,12,3.27
