originState,inboundFromState,pctOfTotal
Montana,542,56.69
California,161,16.84
Colorado,106,11.09
North Dakota,32,3.35
Arizona,26,2.72
Washington,14,1.46
Oregon,12,1.26
Arkansas,10,1.05
Iowa,9,0.94
Wyoming,9,0.94
Kentucky,8,0.84
Idaho,6,0.63
Texas,5,0.52
Wisconsin,4,0.42
Northern America,4,0.42
North Carolina,4,0.42
Nevada,2,0.21
Minnesota,1,0.1
Asia,1,0.1
