originState,inboundFromState,pctOfTotal
Wyoming,95,41.48
Minnesota,55,24.02
Georgia,13,5.68
Idaho,13,5.68
Pennsylvania,8,3.49
Asia,8,3.49
New York,7,3.06
Utah,6,2.62
California,5,2.18
District of Columbia,4,1.75
Europe,4,1.75
Missouri,3,1.31
Oceania and At Sea,3,1.31
New Jersey,2,0.87
Texas,2,0.87
Nebraska,1,0.44
