originState,inboundFromState,pctOfTotal
Montana,306,55.64
Oregon,68,12.36
Idaho,30,5.45
Wisconsin,29,5.27
Washington,28,5.09
Colorado,19,3.45
Pennsylvania,19,3.45
Missouri,11,2.0
New York,11,2.0
North Carolina,7,1.27
North Dakota,6,1.09
Asia,6,1.09
Texas,5,0.91
Central America,4,0.73
Wyoming,1,0.18
