originState,inboundFromState,pctOfTotal
Idaho,51,31.1
Alabama,29,17.68
Colorado,19,11.59
Arizona,16,9.76
Northern America,11,6.71
Virginia,9,5.49
Wisconsin,8,4.88
Minnesota,6,3.66
Michigan,4,2.44
North Dakota,4,2.44
Utah,4,2.44
Missouri,2,1.22
Asia,1,0.61
