originState,inboundFromState,pctOfTotal
Louisiana,30,24.59
Oklahoma,23,18.85
Alaska,21,17.21
Texas,13,10.66
Washington,12,9.84
Kansas,6,4.92
Missouri,5,4.1
Nevada,5,4.1
Michigan,4,3.28
Arizona,2,1.64
New Hampshire,1,0.82
