originState,inboundFromState,pctOfTotal
Montana,151,50.67
Washington,42,14.09
Texas,38,12.75
Colorado,28,9.4
California,20,6.71
New York,10,3.36
New Mexico,5,1.68
North Dakota,4,1.34
