originState,inboundFromState,pctOfTotal
Wyoming,41,26.97
New Mexico,37,24.34
Montana,30,19.74
Arizona,29,19.08
Northern America,7,4.61
Colorado,4,2.63
Europe,2,1.32
North Dakota,1,0.66
Washington,1,0.66
