originState,inboundFromState,pctOfTotal
Montana,763,53.28
Oregon,94,6.56
Ohio,90,6.28
Utah,78,5.45
Louisiana,69,4.82
Florida,57,3.98
New Mexico,52,3.63
Washington,50,3.49
Illinois,48,3.35
North Dakota,35,2.44
Nevada,32,2.23
California,23,1.61
Arkansas,21,1.47
Idaho,10,0.7
Wyoming,6,0.42
Texas,4,0.28
