originState,inboundFromState,pctOfTotal
Montana,440,38.33
Nevada,116,10.1
Washington,74,6.45
Asia,58,5.05
Oregon,58,5.05
Arizona,55,4.79
Illinois,52,4.53
Idaho,45,3.92
Central America,44,3.83
Texas,41,3.57
Indiana,24,2.09
Wyoming,22,1.92
Alaska,17,1.48
Colorado,17,1.48
Pennsylvania,15,1.31
South Dakota,13,1.13
California,12,1.05
Missouri,11,0.96
Kentucky,9,0.78
Utah,7,0.61
North Dakota,6,0.52
Virginia,5,0.44
Hawaii,5,0.44
New York,2,0.17
