originState,inboundFromState,pctOfTotal
Montana,202,51.01
California,106,26.77
Florida,33,8.33
Missouri,22,5.56
Oregon,10,2.53
Colorado,9,2.27
Idaho,6,1.52
Vermont,5,1.26
Wisconsin,3,0.76
