originState,inboundFromState,pctOfTotal
Montana,145,38.77
Wyoming,95,25.4
Minnesota,55,14.71
Georgia,13,3.48
Idaho,13,3.48
Asia,8,2.14
Pennsylvania,8,2.14
New York,7,1.87
Utah,6,1.6
California,5,1.34
Europe,4,1.07
District of Columbia,4,1.07
Oceania and At Sea,3,0.8
Missouri,3,0.8
Texas,2,0.53
New Jersey,2,0.53
Nebraska,1,0.27
