originState,inboundFromState,pctOfTotal
Montana,434,28.38
California,183,11.97
Idaho,151,9.88
Wyoming,84,5.49
Nebraska,83,5.43
Arizona,73,4.77
Iowa,62,4.05
Oregon,53,3.47
Maine,50,3.27
New Hampshire,48,3.14
Washington,34,2.22
Illinois,32,2.09
North Carolina,31,2.03
Europe,30,1.96
Georgia,23,1.5
Texas,23,1.5
Ohio,21,1.37
Utah,19,1.24
Florida,17,1.11
Oklahoma,17,1.11
Wisconsin,13,0.85
Northern America,13,0.85
Colorado,12,0.78
Missouri,7,0.46
Minnesota,7,0.46
New York,6,0.39
Kansas,3,0.2
